censuscode,iso_year,iso_week,ner_symptoms,ner_diseases,ner_pathogens,ner_travel,ner_total_notes
497,2014,49,1,1,0,1,1
497,2015,14,1,2,0,1,1
497,2015,38,9,2,0,1,5
497,2017,2,1,1,0,0,1
497,2017,11,2,1,0,0,1
497,2017,13,2,1,0,1,1
497,2018,26,8,4,0,3,4
497,2018,27,5,4,1,5,5
497,2019,34,3,2,1,1,2
497,2019,36,6,5,2,3,4
497,2019,37,6,3,1,2,3
497,2019,39,10,4,0,2,4
497,2019,40,10,4,0,2,5
497,2019,50,4,0,1,2,2
497,2021,42,3,2,0,0,2
497,2022,18,1,2,0,1,1
497,2022,31,2,3,0,1,2
497,2022,35,3,0,0,1,1
498,2009,41,8,4,2,3,5
498,2010,36,6,3,0,2,2
498,2010,38,2,2,0,1,1
498,2011,24,4,5,0,3,3
498,2011,28,10,6,0,1,5
498,2012,11,1,1,0,1,1
498,2012,37,2,3,0,1,1
498,2012,38,1,2,0,1,1
498,2012,39,5,4,0,1,4
498,2012,41,9,5,0,4,5
498,2012,45,5,1,0,1,2
498,2012,46,1,1,0,0,1
498,2012,51,1,1,0,1,1
498,2013,6,2,1,0,1,1
498,2013,22,1,1,0,1,1
498,2013,23,1,2,0,1,1
498,2013,24,10,3,0,2,5
498,2014,7,2,2,0,1,1
498,2014,15,5,4,1,1,3
498,2014,16,6,3,1,2,4
498,2014,22,1,1,0,1,1
498,2015,49,1,1,0,0,1
498,2016,2,1,1,0,0,1
498,2016,9,7,3,2,2,4
498,2016,30,3,1,0,1,1
498,2017,39,7,7,0,3,5
498,2018,35,3,1,0,0,1
498,2018,42,2,1,0,1,1
498,2019,50,4,0,0,0,2
498,2019,52,12,4,1,4,5
498,2020,27,4,2,0,1,2
498,2022,15,1,1,0,0,1
498,2022,49,1,4,0,2,2
499,2011,23,2,1,0,0,1
499,2012,33,3,3,0,2,2
499,2012,35,3,0,0,1,1
499,2012,39,9,5,0,3,5
499,2012,40,6,3,0,3,3
499,2013,27,4,4,0,3,3
499,2013,28,1,1,0,1,1
499,2013,29,10,5,0,3,5
499,2013,31,6,0,0,1,2
499,2013,34,7,0,0,0,2
499,2014,28,1,1,0,1,1
499,2014,29,3,2,0,0,2
499,2014,31,1,1,0,0,1
499,2014,32,3,2,0,1,2
499,2014,37,3,2,0,2,2
499,2014,38,2,1,0,0,1
499,2015,30,6,3,1,3,4
499,2015,38,8,2,1,0,3
499,2016,33,11,3,1,5,5
499,2016,34,10,4,2,4,5
499,2016,35,8,0,0,2,3
499,2016,36,2,1,0,0,1
499,2016,38,10,2,1,1,4
499,2017,35,5,1,1,1,3
499,2017,36,3,3,1,3,3
499,2017,37,7,4,0,0,4
499,2017,38,5,2,1,0,2
499,2017,39,6,5,0,3,3
499,2018,18,1,1,0,0,1
499,2018,38,5,4,1,2,3
499,2019,4,2,1,0,1,1
499,2019,26,1,0,1,1,1
499,2019,36,5,2,0,1,3
499,2019,38,11,6,0,4,5
499,2019,39,8,5,2,3,5
499,2019,41,2,1,0,0,1
499,2019,42,3,2,1,2,2
499,2019,43,14,3,1,3,5
499,2019,45,2,1,1,1,1
499,2019,51,3,1,0,1,1
499,2020,13,10,4,1,4,5
499,2020,30,7,3,0,1,3
499,2021,1,1,1,1,1,1
499,2021,28,8,2,0,2,3
499,2021,31,7,3,2,4,4
499,2021,32,4,1,0,2,2
499,2021,33,8,4,1,2,4
499,2021,34,3,2,1,0,2
499,2021,35,5,3,1,2,3
499,2022,17,1,1,0,1,1
499,2022,27,6,4,2,3,5
500,2009,10,3,0,0,1,1
500,2010,9,1,1,0,0,1
500,2010,11,2,1,0,1,1
500,2010,35,7,1,0,3,4
500,2011,40,4,4,0,3,3
500,2013,4,1,2,0,1,1
500,2013,25,1,1,0,0,1
500,2015,11,5,4,0,2,3
500,2017,26,11,4,0,2,5
500,2017,39,4,1,2,2,2
500,2017,47,4,0,1,2,2
500,2019,40,2,2,1,2,3
500,2019,42,10,6,2,2,5
500,2019,43,1,1,0,0,1
500,2020,22,2,1,0,0,1
500,2020,23,8,1,1,2,4
500,2020,37,9,5,0,3,4
500,2021,12,2,1,0,0,1
500,2021,23,4,1,0,0,2
500,2021,24,5,4,0,2,3
500,2021,25,3,1,1,1,2
500,2021,26,7,4,2,4,4
500,2022,42,8,4,2,3,4
501,2009,39,1,1,0,1,1
501,2010,3,2,1,0,1,1
501,2011,28,1,1,0,0,1
501,2012,25,4,3,0,1,2
501,2012,27,3,2,0,1,2
501,2013,28,2,1,0,1,1
501,2014,34,4,5,0,2,3
501,2015,27,2,1,0,0,1
501,2015,48,2,1,0,0,1
501,2017,38,5,1,1,2,2
501,2018,7,11,3,0,2,5
501,2018,37,12,3,0,4,5
501,2018,44,2,1,0,1,1
501,2018,48,7,1,0,2,2
501,2018,49,9,2,0,3,4
501,2020,2,11,5,1,4,5
501,2020,16,1,1,0,0,1
501,2020,45,2,1,0,1,1
501,2020,46,1,1,0,1,1
501,2020,47,5,2,0,1,3
501,2020,49,10,4,0,2,4
501,2021,6,1,1,0,1,1
501,2021,24,2,0,0,2,2
501,2021,29,6,3,1,3,3
501,2021,31,3,1,1,2,2
501,2021,32,7,2,1,2,4
501,2021,34,9,2,0,2,4
501,2021,35,4,3,0,2,3
501,2022,37,6,5,2,3,4
501,2022,40,3,1,0,1,1
502,2009,31,7,1,0,0,2
502,2010,6,6,5,2,0,4
502,2010,38,7,1,1,3,5
502,2011,25,11,5,0,4,5
502,2012,30,1,1,0,1,1
502,2013,2,1,1,0,0,1
502,2013,28,3,2,0,1,2
502,2013,30,3,2,0,1,2
502,2014,26,4,2,0,1,2
502,2014,33,1,1,0,1,1
502,2014,35,1,1,0,1,1
502,2014,36,1,1,0,1,1
502,2014,46,1,1,0,1,1
502,2015,28,3,2,0,2,2
502,2016,31,3,2,1,0,3
502,2017,10,1,1,0,0,1
502,2017,25,10,7,1,1,5
502,2017,38,10,3,1,1,4
502,2017,42,9,4,2,4,5
502,2017,49,1,1,0,1,1
502,2018,26,7,3,0,3,4
502,2019,33,7,6,0,2,5
502,2019,49,2,1,0,0,1
502,2020,12,9,5,1,3,4
502,2020,13,7,4,1,3,5
502,2020,14,1,1,0,1,1
502,2020,35,7,2,3,2,4
502,2020,40,8,1,2,1,3
502,2022,34,4,4,0,3,3
502,2022,51,1,2,0,1,1
503,2009,13,2,1,0,0,1
503,2010,7,1,1,0,1,1
503,2011,15,2,2,0,1,1
503,2011,24,9,3,0,2,3
503,2012,42,3,2,0,1,2
503,2012,44,2,1,0,0,1
503,2012,45,1,1,0,0,1
503,2012,46,6,4,1,2,4
503,2012,48,1,1,0,0,1
503,2014,20,2,0,1,1,1
503,2014,35,1,1,0,1,1
503,2014,36,2,1,0,0,1
503,2014,39,3,3,0,2,3
503,2014,44,1,1,0,1,1
503,2014,45,1,1,0,1,1
503,2014,48,2,2,0,0,2
503,2015,33,11,5,1,4,5
503,2016,16,2,1,0,1,1
503,2016,27,8,3,0,1,4
503,2017,8,1,2,0,1,1
503,2017,35,5,1,1,1,2
503,2018,8,1,2,0,1,1
503,2018,14,10,3,0,1,3
503,2018,39,9,2,1,3,4
503,2018,41,2,3,0,1,1
503,2018,42,3,3,0,3,3
503,2018,43,2,0,0,0,1
503,2019,35,5,3,1,1,3
503,2019,36,8,2,1,2,3
503,2019,37,5,2,1,3,3
503,2019,39,7,4,1,3,4
503,2020,18,1,1,0,0,1
503,2020,22,2,2,0,1,1
503,2020,35,5,5,1,3,3
503,2020,36,5,1,0,1,2
503,2020,37,2,2,0,1,1
503,2020,38,12,5,1,4,5
503,2020,39,6,4,2,2,5
503,2021,22,5,7,0,1,5
503,2021,23,9,2,0,1,3
503,2021,24,8,7,3,2,5
503,2021,27,8,5,1,3,5
503,2021,29,4,3,2,1,4
503,2021,30,4,4,1,3,3
503,2021,31,8,1,1,0,3
503,2021,32,5,5,0,2,3
503,2021,33,7,4,1,3,5
504,2010,20,1,2,0,1,1
504,2010,24,6,2,1,1,3
504,2012,24,5,3,0,1,3
504,2013,32,6,6,0,3,4
504,2013,34,9,7,0,4,5
504,2013,35,3,2,0,1,2
504,2013,36,2,2,0,1,2
504,2013,51,1,1,0,0,1
504,2014,16,1,1,0,1,1
504,2014,31,2,1,0,1,1
504,2014,32,6,5,0,2,3
504,2014,33,5,3,0,2,3
504,2014,34,8,6,0,2,5
504,2014,35,10,4,1,3,5
504,2014,36,8,4,1,3,4
504,2015,20,2,1,0,1,1
504,2016,20,1,2,0,1,1
504,2016,33,3,1,1,1,2
504,2017,38,2,2,0,1,1
504,2018,9,2,1,0,1,1
504,2018,15,5,2,0,2,3
504,2018,26,3,5,0,3,3
504,2018,29,8,3,1,2,4
504,2018,30,8,1,0,3,3
504,2018,31,8,0,0,3,3
504,2018,32,7,3,0,4,4
504,2018,33,5,1,0,2,2
504,2018,50,9,4,2,3,5
504,2019,34,3,0,0,1,1
504,2019,35,6,5,0,3,3
504,2019,38,2,1,0,1,1
504,2020,26,5,6,1,3,5
504,2020,28,7,6,3,4,5
504,2020,29,2,3,0,2,2
504,2020,30,3,2,0,2,2
504,2020,32,4,2,0,2,2
504,2020,40,6,4,1,2,5
504,2020,41,3,1,0,1,1
504,2021,20,10,2,0,1,4
504,2021,22,2,1,0,1,1
504,2022,23,6,3,0,2,3
504,2022,39,6,4,0,3,4
504,2022,41,5,3,1,2,3
505,2010,24,3,1,0,0,1
505,2010,25,11,5,2,3,5
505,2010,40,4,3,0,2,3
505,2011,21,1,2,0,1,1
505,2011,40,2,1,0,0,1
505,2013,25,6,3,0,1,3
505,2013,26,1,1,0,1,1
505,2013,27,1,1,0,0,1
505,2013,35,4,2,0,1,2
505,2014,27,6,4,0,1,4
505,2014,29,4,3,0,2,2
505,2014,31,1,1,0,1,1
505,2014,32,1,2,0,1,1
505,2014,33,2,3,1,2,3
505,2014,34,9,5,0,3,5
505,2014,37,6,6,0,3,5
505,2014,38,1,1,0,1,1
505,2014,39,8,7,0,4,5
505,2014,43,4,3,0,0,3
505,2014,44,2,1,0,1,1
505,2014,45,3,1,0,0,1
505,2015,6,8,3,1,1,4
505,2015,27,7,2,1,2,3
505,2015,28,7,4,0,2,4
505,2015,29,5,1,0,1,2
505,2016,32,2,0,1,0,1
505,2016,33,3,1,0,2,2
505,2016,35,2,3,0,1,2
505,2016,36,5,1,0,1,2
505,2017,33,5,2,1,0,2
505,2017,34,6,1,1,2,3
505,2017,35,4,2,0,2,2
505,2017,36,10,4,1,2,5
505,2017,37,6,2,2,1,5
505,2017,38,5,1,0,1,2
505,2017,39,8,2,1,2,3
505,2017,40,9,3,1,3,4
505,2017,51,1,2,0,0,1
505,2018,30,9,1,0,1,4
505,2018,31,10,4,0,4,4
505,2018,32,6,3,1,2,4
505,2018,33,9,2,0,5,5
505,2018,34,1,1,0,0,1
505,2018,35,6,2,1,3,4
505,2018,36,8,6,1,3,5
505,2018,37,4,4,1,3,3
505,2018,38,7,3,2,2,5
505,2018,39,5,3,2,2,3
505,2018,40,5,3,0,2,3
505,2018,46,1,1,0,1,1
505,2019,26,8,0,1,2,3
505,2019,31,1,1,0,1,1
505,2019,34,5,1,0,1,2
505,2019,35,7,5,2,4,4
505,2019,42,6,3,2,1,3
505,2021,23,4,2,1,3,3
505,2021,24,8,3,2,3,3
505,2021,25,7,2,1,2,3
505,2021,26,7,4,1,3,4
505,2021,29,6,0,0,2,2
505,2022,29,3,2,1,2,3
505,2022,38,10,4,1,2,5
506,2009,33,11,2,0,1,5
506,2009,36,2,1,0,1,1
506,2009,41,4,3,1,2,3
506,2010,5,2,1,0,0,1
506,2011,31,2,1,1,0,1
506,2012,15,2,1,0,1,1
506,2012,16,2,1,0,0,1
506,2012,19,3,2,0,2,2
506,2012,22,3,2,0,0,2
506,2014,12,1,2,0,1,1
506,2014,13,4,1,0,1,2
506,2014,31,6,7,0,3,4
506,2014,32,4,3,0,1,2
506,2014,33,0,0,0,0,1
506,2015,44,3,2,0,1,2
506,2016,11,3,4,1,1,2
506,2016,24,6,3,1,1,3
506,2016,48,1,1,0,0,1
506,2017,21,3,1,0,0,1
506,2018,37,8,5,3,3,5
506,2019,38,7,4,2,4,5
506,2020,35,10,7,1,2,5
506,2020,48,3,1,2,2,2
506,2021,17,2,1,0,0,1
507,2009,33,3,1,0,1,1
507,2010,24,1,1,0,0,1
507,2010,26,11,1,2,3,5
507,2010,28,1,1,1,0,1
507,2011,21,1,1,0,1,1
507,2011,34,3,2,1,1,2
507,2011,52,1,1,0,1,1
507,2012,2,1,1,0,1,1
507,2012,50,1,1,0,0,1
507,2013,11,1,1,0,1,1
507,2013,12,3,1,0,1,1
507,2013,14,1,1,0,1,1
507,2013,15,4,1,1,2,3
507,2013,27,5,3,0,3,3
507,2014,17,2,1,0,1,1
507,2014,23,2,1,0,1,1
507,2015,25,6,4,1,2,3
507,2017,34,9,2,0,2,4
507,2018,26,11,4,1,3,5
507,2018,34,9,1,0,2,3
507,2021,34,5,2,1,2,3
507,2022,30,5,2,1,0,2
508,2009,7,1,1,0,1,1
508,2009,24,3,2,0,0,2
508,2009,30,3,2,0,1,3
508,2010,29,7,2,0,2,3
508,2011,50,2,1,0,1,1
508,2012,9,2,1,0,1,1
508,2012,15,1,1,0,0,1
508,2012,18,2,1,0,0,1
508,2013,12,2,1,0,1,1
508,2013,13,1,1,0,0,1
508,2013,29,1,1,0,1,1
508,2013,33,13,5,1,4,5
508,2014,10,2,1,0,0,1
508,2014,20,2,1,0,1,1
508,2014,40,8,6,0,2,4
508,2015,15,9,4,2,4,5
508,2015,16,6,5,1,4,5
508,2015,17,11,4,0,3,5
508,2015,49,3,2,1,2,2
508,2016,20,2,1,0,1,1
508,2016,33,8,7,1,1,5
508,2016,39,4,3,1,1,3
508,2016,42,2,1,0,1,1
508,2017,30,6,0,0,2,2
508,2018,11,8,3,1,2,5
508,2018,13,9,3,1,2,5
508,2018,26,7,2,1,3,3
508,2019,25,9,3,1,3,5
508,2020,31,6,4,0,0,3
508,2021,7,8,3,2,3,4
508,2021,35,4,2,2,0,2
508,2021,36,8,6,2,3,4
508,2021,37,7,2,2,3,3
508,2021,38,8,4,1,2,4
508,2021,39,5,3,1,3,3
508,2021,40,6,4,1,2,3
508,2022,3,3,2,0,1,2
508,2022,29,9,3,2,4,5
509,2009,22,3,1,0,0,1
509,2010,34,4,3,1,2,3
509,2011,24,5,2,1,3,3
509,2012,15,2,1,0,1,1
509,2012,36,6,4,0,1,3
509,2013,10,2,1,0,1,1
509,2013,12,2,1,0,1,1
509,2013,13,2,1,0,1,1
509,2013,38,2,1,0,1,1
509,2013,39,1,1,0,1,1
509,2013,40,1,2,1,1,1
509,2014,5,1,1,0,0,1
509,2014,31,3,2,0,1,2
509,2014,32,3,2,0,1,2
509,2014,33,3,2,0,1,2
509,2014,48,4,4,0,2,4
509,2015,25,5,5,0,4,5
509,2015,26,3,2,0,2,2
509,2015,27,7,4,1,2,4
509,2015,28,9,3,2,4,4
509,2015,29,7,3,1,3,4
509,2017,24,2,2,1,0,1
509,2017,34,10,5,3,2,5
509,2018,18,8,4,1,3,5
509,2018,20,4,0,0,2,2
509,2018,24,4,2,1,2,3
509,2018,25,3,1,0,1,1
509,2018,26,8,4,1,3,5
509,2018,27,7,3,2,4,4
509,2018,28,5,1,1,3,3
509,2019,37,4,1,1,2,2
509,2019,39,2,2,1,1,2
509,2019,40,6,3,0,3,3
509,2019,41,1,1,1,1,1
509,2020,3,5,3,2,2,3
509,2020,13,3,2,0,0,2
509,2020,17,1,1,0,0,1
509,2020,19,2,0,1,1,1
509,2020,21,9,3,0,3,4
509,2021,22,4,1,1,1,2
509,2021,23,8,4,0,1,4
509,2021,25,7,5,2,2,4
509,2021,26,7,2,1,1,4
509,2021,29,1,1,0,1,1
509,2021,31,6,3,1,3,4
509,2021,32,10,4,2,2,5
509,2021,33,6,6,1,2,4
509,2021,41,6,7,0,2,5
509,2022,21,2,1,0,3,3
511,2009,2,1,1,0,0,1
511,2010,32,7,2,0,2,2
511,2011,32,6,4,2,3,4
511,2011,34,6,2,2,2,4
511,2011,35,3,1,0,1,2
511,2012,26,1,1,0,1,1
511,2013,7,2,1,0,1,1
511,2014,31,1,1,0,1,1
511,2014,32,4,3,0,2,2
511,2014,33,4,2,0,0,2
511,2014,34,1,1,0,1,1
511,2014,35,5,1,1,1,3
511,2015,34,1,4,0,2,3
511,2015,35,10,0,1,4,5
511,2015,36,6,2,0,1,3
511,2015,37,2,1,0,0,1
511,2015,38,8,6,1,4,4
511,2016,8,2,1,0,2,2
511,2017,15,2,1,0,1,1
511,2017,18,1,1,0,1,1
511,2018,11,2,1,0,1,1
511,2018,35,1,0,1,1,1
511,2020,17,2,1,0,0,1
511,2020,29,8,5,0,3,4
511,2020,45,2,1,0,1,1
512,2011,42,2,1,0,1,1
512,2012,51,2,1,0,0,1
512,2014,50,2,1,0,1,1
512,2016,41,3,3,0,1,2
512,2018,8,1,1,0,1,1
512,2018,10,1,1,0,1,1
512,2018,11,3,1,1,2,2
512,2018,12,8,3,0,2,3
512,2018,36,3,1,1,1,1
512,2018,41,4,3,0,2,2
512,2018,45,3,1,0,0,1
512,2018,48,1,1,0,0,1
512,2019,6,1,1,0,1,1
512,2019,42,7,2,1,2,3
512,2020,8,1,1,0,1,1
512,2020,42,3,2,0,2,2
512,2021,1,3,2,1,1,2
512,2021,15,4,0,0,0,1
512,2021,17,7,4,0,3,4
512,2021,35,6,6,3,5,5
512,2021,41,6,3,0,3,3
512,2021,45,3,2,1,0,2
513,2009,22,1,1,0,1,1
513,2010,2,1,3,0,0,2
513,2014,36,2,3,0,1,1
513,2016,33,7,3,0,1,3
513,2016,43,2,1,0,1,1
513,2017,33,9,3,0,2,4
513,2017,40,4,1,0,1,2
513,2017,41,8,2,0,1,4
513,2017,42,8,2,2,3,5
513,2017,44,10,3,0,2,4
513,2018,6,5,2,1,1,3
513,2018,14,4,1,0,2,2
513,2018,51,2,1,0,1,1
513,2019,32,2,1,1,1,1
513,2019,33,6,4,0,2,3
513,2019,35,3,4,0,1,3
513,2019,36,8,4,1,2,3
513,2020,2,2,1,0,0,1
513,2020,12,2,1,0,1,1
513,2021,28,4,2,0,2,2
513,2022,27,4,5,0,2,3
513,2022,29,5,1,1,2,3
513,2022,48,2,1,0,0,1
513,2022,49,3,3,1,1,3
514,2009,24,3,3,0,1,3
514,2010,25,11,5,0,2,5
514,2010,30,4,2,0,2,3
514,2011,31,6,2,1,0,3
514,2011,33,9,4,0,1,4
514,2011,34,11,3,1,1,4
514,2011,35,8,3,1,3,5
514,2012,8,2,1,0,1,1
514,2013,43,1,1,0,0,1
514,2014,3,1,1,0,1,1
514,2014,18,1,1,0,1,1
514,2014,19,1,1,0,1,1
514,2014,22,9,1,1,2,4
514,2014,39,1,1,0,1,1
514,2014,41,4,4,2,1,4
514,2014,45,1,1,0,1,1
514,2014,49,2,1,0,0,1
514,2016,20,2,1,0,0,1
514,2016,25,4,4,2,1,2
514,2016,26,7,4,2,4,4
514,2016,27,10,3,0,3,5
514,2016,28,8,6,1,4,5
514,2016,29,1,1,0,1,1
514,2016,30,2,0,0,1,1
514,2016,31,7,2,0,2,3
514,2016,32,4,4,1,2,3
514,2016,35,4,3,0,2,2
514,2017,1,2,2,0,1,1
514,2017,32,3,1,0,1,1
514,2018,11,5,4,1,1,3
514,2018,13,2,1,0,1,1
514,2018,14,3,0,0,1,1
514,2018,24,6,2,1,1,2
514,2019,8,2,1,0,1,1
514,2019,32,9,2,2,3,4
514,2019,33,2,1,0,0,1
514,2019,34,4,1,0,0,2
514,2019,37,4,5,1,1,3
514,2020,5,2,1,0,1,1
514,2020,9,1,1,0,0,1
514,2021,32,5,6,2,3,4
514,2021,40,1,1,0,1,1
514,2021,44,9,6,0,4,5
514,2022,4,2,3,0,1,1
514,2022,23,6,3,1,2,4
514,2022,44,1,1,0,1,1
515,2009,37,2,2,1,1,2
515,2009,47,7,2,0,2,3
515,2011,33,4,3,0,1,2
515,2012,27,5,4,0,3,3
515,2012,37,3,1,0,0,1
515,2012,38,2,1,0,0,1
515,2012,39,2,1,0,0,1
515,2012,40,1,1,0,0,1
515,2012,41,2,1,0,1,1
515,2012,42,9,4,0,4,5
515,2013,12,3,1,0,1,1
515,2013,24,4,2,0,1,2
515,2013,26,2,1,0,0,1
515,2015,1,2,2,2,1,2
515,2015,20,2,1,1,1,2
515,2015,29,6,2,0,3,3
515,2016,21,1,1,0,1,1
515,2016,22,4,1,1,1,2
515,2016,34,2,1,0,0,1
515,2016,35,3,1,0,0,1
515,2016,36,5,2,0,1,2
515,2016,37,7,4,1,2,4
515,2017,8,2,2,0,1,1
515,2017,24,4,2,0,2,2
515,2017,33,6,0,0,1,2
515,2017,34,2,1,1,1,1
515,2017,35,8,2,0,3,4
515,2017,37,6,3,0,0,3
515,2018,32,8,2,0,4,4
515,2018,33,4,2,1,1,2
515,2018,34,2,1,0,0,1
515,2019,6,2,1,0,1,1
515,2019,24,1,1,0,1,1
515,2019,32,8,2,1,4,4
515,2019,33,5,1,0,1,2
515,2019,34,1,1,0,1,1
515,2019,35,3,1,0,1,1
515,2019,36,3,3,0,2,2
515,2019,37,6,4,1,2,4
515,2019,51,2,1,0,1,1
515,2020,16,2,1,0,1,1
515,2020,22,12,1,0,2,4
515,2020,24,5,2,1,3,3
515,2020,41,4,0,0,0,1
515,2021,7,1,1,0,0,1
515,2021,9,2,1,0,1,1
515,2021,21,11,5,1,3,5
515,2021,22,11,4,1,2,4
515,2021,23,2,1,0,0,1
515,2021,24,2,1,1,1,1
515,2021,37,8,8,1,5,5
515,2022,32,5,3,0,2,3
516,2009,32,9,4,2,2,4
516,2009,34,10,2,0,5,5
516,2009,35,5,1,0,2,2
516,2009,36,2,0,0,1,1
516,2009,37,4,3,1,2,3
516,2009,45,13,5,0,5,5
516,2010,30,4,3,1,1,2
516,2011,24,3,1,1,1,1
516,2011,26,11,4,1,2,4
516,2011,28,3,2,1,0,2
516,2011,29,7,1,1,1,2
516,2011,45,2,1,0,1,1
516,2011,47,2,1,0,1,1
516,2012,41,2,2,0,1,1
516,2012,42,2,1,0,1,1
516,2012,43,1,1,0,1,1
516,2012,45,8,3,1,3,4
516,2012,50,6,2,0,1,3
516,2013,35,6,4,0,4,4
516,2013,39,1,1,1,0,1
516,2014,19,2,1,0,1,1
516,2014,23,9,4,0,2,4
516,2014,28,2,1,0,1,1
516,2014,30,7,10,0,5,5
516,2014,32,8,6,0,4,5
516,2014,33,4,4,0,2,2
516,2014,34,2,1,0,0,1
516,2014,35,3,3,0,2,2
516,2014,36,6,4,2,2,3
516,2014,38,1,1,0,0,1
516,2014,41,2,1,0,1,1
516,2014,42,4,3,0,1,3
516,2014,44,2,1,0,0,1
516,2015,2,1,1,0,1,1
516,2015,19,2,2,0,1,1
516,2015,21,9,3,1,3,5
516,2015,22,1,0,0,0,1
516,2015,28,7,0,0,2,3
516,2015,29,6,2,0,3,4
516,2015,30,4,1,1,1,1
516,2015,31,10,5,0,4,4
516,2015,32,9,3,1,3,5
516,2015,37,4,4,0,2,3
516,2015,38,3,1,0,2,2
516,2015,40,5,3,2,3,4
516,2015,41,6,4,1,2,3
516,2015,47,8,4,1,3,4
516,2015,48,7,1,0,2,3
516,2015,49,2,2,0,1,1
516,2016,13,2,2,1,2,2
516,2016,17,6,3,1,4,4
516,2016,18,7,2,1,2,3
516,2016,19,1,2,0,0,1
516,2016,20,1,1,0,1,1
516,2016,21,4,6,2,4,5
516,2016,23,2,0,0,1,1
516,2016,24,3,0,0,0,1
516,2016,34,2,1,0,0,2
516,2016,41,3,2,0,2,2
516,2017,22,8,1,0,2,3
516,2017,34,10,8,2,3,5
516,2017,36,1,0,0,1,1
516,2017,37,1,0,0,0,1
516,2017,38,3,1,1,1,2
516,2017,39,9,6,0,4,5
516,2018,6,1,2,0,0,1
516,2018,19,6,3,1,3,4
516,2018,28,5,3,2,2,4
516,2018,36,3,1,0,1,1
516,2018,37,11,5,0,2,5
516,2018,39,3,2,1,1,3
516,2018,41,3,2,0,1,2
516,2018,42,5,3,0,1,3
516,2018,43,9,2,0,0,3
516,2022,3,1,1,0,1,1
516,2022,34,5,3,1,1,3
516,2022,37,8,5,2,3,4
517,2010,28,7,3,1,2,4
517,2011,23,1,1,2,2,2
517,2011,24,1,3,0,2,2
517,2011,25,8,6,0,3,4
517,2011,27,2,1,0,1,1
517,2011,29,13,4,0,4,5
517,2012,22,1,1,0,1,1
517,2012,25,2,0,0,1,1
517,2012,28,5,4,0,1,3
517,2012,29,5,4,0,1,3
517,2012,30,3,2,0,2,2
517,2012,32,0,1,1,1,1
517,2012,36,3,3,0,2,2
517,2012,37,4,4,0,2,2
517,2012,39,3,4,0,1,2
517,2012,40,6,3,0,0,3
517,2012,42,5,6,0,3,4
517,2012,45,9,1,1,2,4
517,2013,8,1,1,0,1,1
517,2013,29,1,1,0,0,1
517,2013,34,2,2,0,1,1
517,2013,39,7,5,0,3,5
517,2013,40,5,3,0,0,3
517,2013,43,5,1,0,2,2
517,2013,44,1,1,0,1,1
517,2013,45,1,1,0,1,1
517,2014,11,1,2,0,1,1
517,2014,12,2,1,0,1,1
517,2014,13,11,3,0,3,5
517,2014,16,5,3,1,3,4
517,2014,31,3,4,0,2,2
517,2015,23,10,4,2,5,5
517,2015,25,9,4,0,2,5
517,2015,47,6,6,1,5,5
517,2016,32,9,5,1,3,4
517,2016,44,2,1,0,0,1
517,2016,50,2,1,0,0,1
517,2016,52,2,2,0,1,1
517,2017,1,7,3,0,3,4
517,2017,4,2,1,0,1,1
517,2017,7,1,1,0,0,1
517,2017,13,1,2,0,1,1
517,2017,16,1,1,0,1,1
517,2017,17,7,3,0,1,3
517,2017,18,9,5,0,2,5
517,2017,32,7,2,0,2,4
517,2017,35,8,3,2,4,4
517,2017,36,7,3,0,2,3
517,2017,37,3,1,0,0,1
517,2017,38,16,3,1,4,5
517,2017,39,6,4,0,3,4
517,2017,40,11,6,2,4,5
517,2017,41,5,3,3,2,4
517,2017,42,10,4,0,3,4
517,2017,43,1,1,0,0,1
517,2017,46,7,3,1,1,3
517,2017,48,4,6,2,4,4
517,2018,22,5,3,0,2,2
517,2018,23,7,2,0,2,4
517,2018,25,14,5,1,3,5
517,2018,26,2,1,0,1,1
517,2018,37,12,2,1,3,4
517,2018,50,2,1,0,1,1
517,2019,3,2,1,0,0,1
517,2019,19,1,1,0,0,1
517,2019,24,10,6,1,2,5
517,2019,25,6,5,1,3,4
517,2019,26,2,2,0,1,2
517,2019,27,6,2,2,2,3
517,2019,28,3,2,1,1,2
517,2019,29,2,1,2,1,2
517,2019,30,5,2,0,0,2
517,2019,31,3,2,0,1,2
517,2019,32,6,2,0,2,3
517,2019,33,7,1,0,3,3
517,2019,36,5,3,1,3,3
517,2019,43,7,0,1,1,3
517,2019,44,7,4,2,1,5
517,2019,45,4,3,2,1,3
517,2019,47,4,1,0,2,2
517,2019,52,5,2,0,0,2
517,2020,3,2,2,0,1,1
517,2020,12,1,1,0,1,1
517,2021,16,3,1,0,1,2
517,2021,22,2,2,0,2,2
517,2021,29,7,5,1,4,5
517,2021,31,5,3,1,2,2
517,2021,32,3,3,1,1,2
517,2021,33,7,0,0,1,2
517,2021,35,7,1,0,1,4
517,2021,36,6,4,1,1,4
517,2021,37,9,8,1,3,5
517,2021,38,9,1,0,2,3
517,2021,39,2,1,0,2,2
517,2021,41,3,2,0,2,2
517,2021,42,8,4,1,3,5
517,2022,23,8,4,0,3,4
520,2009,5,1,1,0,0,1
520,2009,30,9,1,0,3,3
520,2010,7,2,2,0,1,1
520,2010,22,7,2,0,1,2
520,2010,31,6,4,0,3,4
520,2011,49,5,5,2,2,5
520,2012,15,2,1,0,0,1
